FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1019352,Landon's Greenhouse Farmers Market,https://landonsgreenhouse.com/local-foods/,Landon's Local Food Market,,,,505 College Meadows Drive,Sheridan,Sheridan,Wyoming,82801,02/02/2019 to 12/21/2019,Sun: 9:00 AM-12:00 PM;,,,,,,,-106.96065,44.794819,,Y,N,N,N,N,-,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,1/11/2019 11:10
1005352,Lane County Farmers Holiday Market,http://www.lanecountyfarmersmarket.org/,https://www.facebook.com/lanecounty.farmersmarket.3?fref=ts,https://twitter.com/farmmarketeers,https://www.youtube.com/channel/UCZELeX-wwsyo4M1h7ehatVQ,,Lane Event Center (Fairgrounds),Eugene,Lane,Oregon,97401,11/02/2019 to 12/29/2019,Sat: 10:00 AM-5:00 PM;Sun: 10:00 AM-5:00 PM;,,,,,,,-123.1162,44.056747,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,6/5/2019 11:17
1009803,Lane County Farmers Market,http://www.lanecountyfarmersmarket.org/,https://www.facebook.com/lanecounty.farmersmarket.3?fref=ts,https://twitter.com/farmmarketeers,https://www.youtube.com/channel/UCZELeX-wwsyo4M1h7ehatVQ,,8th Ave & Oak St.,Eugene ,Lane,Oregon,97401,02/02/2019 to 03/30/2019,Sat: 10:00 AM-2:00 PM;,04/06/2019 to 10/29/2019,Tue: 10:00 AM-3:00 PM;Sat: 9:00 AM-3:00 PM;,,,,,-123.09154,44.050827,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,6/5/2019 11:18
1006399,Lanesboro Farmers Market,http://www.lanesboro-mn.gov/commissions-farmersmarket.php,,,,,Sylvan Park,Lanesboro,Fillmore,Minnesota,55949,05/03/2014 to 10/25/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,-91.976425,43.718964,Local government building grounds,Y,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,3/15/2014 8:39
1009556,Langley Second Street Market ,http://www.mainstreetlangley.org/second-street-market/,https://www.facebook.com/pages/Langley-Second-Street-Market/209809679055977?ref=hl,,,,Second Street,Langley,,Washington,98260,,,,,,,,,-122.413,48.0401,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1019756,Lansdale Farmers' Market,https://www.lansdalefarmersmarket.org/,https://www.facebook.com/LansdaleFarmersMarket/,,,https://www.instagram.com/lansdalefarmersmarket/,400 Penn Street,Lansdale,Montgomery,Pennsylvania,19446,05/16/2020 to 11/21/2020,Sat: 9:00 AM-1:00 PM;,,,,,,,-75.277496,40.2342,,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,2/10/2020 13:33
1018288,Lansdowne Farmers Market,http://www.LansdowneFarmersMarket.com,https://www.facebook.com/LansdowneFarmersMarketPA/,,,,30 North Lansdowne Avenue,Lansdowne,Delaware,Pennsylvania,19050,05/27/2017 to 10/28/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-75.272545,39.939209,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,6/21/2017 10:10
1002941,Lansing - Old Town Farmers Market,http://www.oldtownmainstreet.org,https://www.facebook.com/OldTownLansing,,,,On the corner of E. Grand River Ave. and Center St.,Lansing,Ingham,Michigan,48906,06/06/2014 to 10/31/2014,Fri: 3:00 PM-7:00 PM;,,,,,,,-84.548035,42.746475,Private business parking lot,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,Y,5/12/2014 14:50
1004736,Lansing City Market,http://www.lansingcitymarket.com,,,,,325 City Market Drive,Lansing,Ingham,Michigan,48912,"July 1, 2012 to December",Tue:10:00 AM - 6:00 PM;Wed:10:00 AM - 6:00 PM;Thu:10:00 AM - 6:00 PM;Fri:10:00 AM - 6:00 PM;Sat:9:00 AM - 5:00 PM;sun:12:00 PM - 4:00 PM;,,,,,,,-84.547157,42.73576,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,5/16/2012 17:53
1002980,Lansing Farmers Market,http://www.laramiefarmersmarket.com,,,,,29 Auburn Rd,Lansing,Tompkins,New York,14882,June to October,Sat:9:00 AM - 12:30 PM;,,,,,,,-76.503387,42.538067,Local government building grounds,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/4/2012 14:53
1002552,LaPorte Farmers Market,,,,,,Downtown on State St. North of Courthouse,LaPorte,LaPorte,Indiana,46350,,,,,,,,,-86.721497,41.611099,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1000307,Laramie Local Community Market,http://www.laramieloco.org,https://www.facebook.com/laramielocomarket,,,,7th and Ord,Laramie,Albany,Wyoming,82070,06/19/2014 to 08/28/2014,Thu: 3:00 PM-7:00 PM;,09/04/2014 to 09/18/2014,Thu: 3:00 PM-6:00 PM;,,,,,-105.58905,41.30415,Other,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,4/1/2014 12:33
1003442,Larchmont Village Farmers Market,http://www.ccfm.com,,,,,"Larchmont Blvd., Lot #694",Tarzana,Los Angeles,California,91356,,,,,,,,,-118.324,34.074799,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1010954,Larchmont's Down to Earth Farmers Market,http://DowntoEarthMarkets.com,www.facebook.com/DowntoEarthMarkets,twitter.com/DowntoEarthMkts,,https://instagram.com/downtoearthmkts/,Parking Lot off Chatsworth Ave.,Larchmont,Westchester,New York,10538,04/23/2016 to 12/17/2016,Sat: 8:30 AM-1:00 PM;,,,,,,,-73.761383,40.933617,,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,6/27/2016 16:06
1000133,Larimer County Farmers' Market,http://www.larimercountyfarmersmarket.org,https://www.facebook.com/larimercountyfarmersmarket,https://twitter.com/larimercountyfm,,www.instagram.com/larimercountyfm,200 W. Oak Street,Fort Collins,Larimer,Colorado,80521,05/18/2019 to ,Sat: 9:00 AM-1:00 PM;,,,,,,,-105.07995,40.586185,,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,12/21/2018 15:17
1006742,Larkridge Farmers' Market,,,,,,I-25 & Hwy. 7 at Larkridge Retail Center,Thornton,Adams,Colorado,,,,,,,,,,-104.972,39.868,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002977,Larkspur Farmers Market,,,,,,Larkspur Landing Circle,Novato,Marin,California,94949,,,,,,,,,-122.564,38.098301,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1008371,Las Olas Sunday Market,http://www.lasolassundaymarket.com,https://www.facebook.com,,,instgram,333 E. Las Olas Blvd.,Fort Lauderdale ,Broward,Florida,33301,01/01/2015 to 12/31/2015,Sun: 9:00 AM-3:00 PM;,,,,,,,-80.139702,26.11965,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,3/20/2015 12:13
1001732,Las Vegas Backyard Farmerts Market,http://www.accessclarkcounty.com/parks,,,,,Winchester Cultural Ctr,Las Vegas,Clark,Nevada,,,,,,,,,,-115.11,36.131699,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1/26/2012 14:30
1016918,Las Vegas Farmers Market,http://lasvegasfarmersmarket.com/,,,,,8851 Vegas Dr,Las Vegas ,Clark,Nevada,89128,03/12/2017 to 11/05/2017,Wed: 4:00 AM-8:00 PM;,11/06/2017 to 03/12/2018,Wed: 2:00 AM-6:00 PM;,,,,,-115.28733,36.185844,,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,4/13/2017 12:48
1001400,Las Vegas Farmers Market - Gardens Park,http://www.lasvegasfarmersmarket.com,https://www.facebook.com/LasVegasFarmersMarket?sk=messages_inbox&action=read&tid=id.302940493170834,,,"Twitter , instagram", Gardens Park-10401 Garden Park Drive,Las Vegas,Clark,Nevada,89135,01/01/2016 to 12/01/2017,Thu: 4:00 PM-8:00 PM;,,,,,,,-115.32167,36.126793,,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,6/27/2016 13:56
1017912,Las Vegas Farmers Market - Gardens Park,http://www.lasvegasfarmersmarket.com,,,,,10401 Garden Park Dr,Las Vegas,Clark,Nevada,89135,03/06/2017 to ,Thu: 4:00 PM-8:00 PM;,11/05/2018 to ,Thu: 2:00 PM-6:00 PM;,,,,,-115.32152,36.126343,,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,4/14/2017 0:17
1017911,Las Vegas Farmers Market- Floyd Lamb Park 2017,http://www.lasvegasfarmersmarket.com,,,,,9100 Tule Springs Road,Las Vegas ,Clark,Nevada,89131,01/01/2017 to 12/31/2017,Mon: 10:00 AM-2:00 PM;,,,,,,,-115.26997,36.320961,,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,4/13/2017 23:53
1004784,Las Vegas: Tri-County Farmers' Market,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,https://www.facebook.com/lasvegasnmfarmersmarket,,,,230 Plaza Park,Las Vegas,San Miguel,New Mexico,,05/24/2014 to 11/01/2014,Wed: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,,,,,,,-105.22754,35.593014,Other,Y,Y,N,Y,Y,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/20/2014 17:42
1003315,LaSalle Farmers Market,,,,,,2nd St. & Gooding St.,La Salle,,Illinois,61301,,,,,,,,,-89.097,41.329102,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1010899,Lassen County Farmers' Market,http://lassenlandandtrailstrust.org ,Lassen Land Trust,,,,44 South Gay St. (Pancera Plaza) Uptown Susanville,Susanville,Lassen,California,96130,06/04/2016 to 09/24/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-120.66077,40.417786,,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,6/27/2016 21:43
1012344,Latham Farmers Market,http://Lathamfarmersmarket.org,Latham Farmers Market,,,Instagram ,109 Weatherly Road,Huntsville ,Madison,Alabama,35803,05/07/2019 to 09/24/2019,Tue: 3:00 PM-6:00 PM;,,,,,,,-86.564529,34.647522,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,1/6/2019 21:44
1001070,Lathrop Farmers' Market,,,,,,City Park of Lathrop MO,Turney,Clinton,Missouri,64493,,,,,,,,,-94.321098,39.634701,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1009057,Lathrup Village Farmers Market,http://www.lathrupvillage.org/index.aspx?nid=241,,,,,27400 Southfield Road,Lathrup Village,Oakland,Michigan,49076,06/01/2014 to 10/31/2014,Wed: 2:00 PM-7:00 PM;,,,,,,,-83.220222,42.491333,,N,Y,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/7/2014 11:37
1007095,Latrobe Farmers Market,,,,,,Latrobe Memorial Stadium parking lot,Latrobe,Westmoreland,Pennsylvania,,,,,,,,,,-79.379501,40.321201,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003464,Laughing Daisy Neighborhood Market,,,,,,217 Main Street,Kimberly,Twin Falls,Idaho,83341,,,,,,,,,-114.365,42.534801,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1006910,Laupahoehoe Farmers' Market,,,,,,Laupahoehoe - next to the Minit Stop on Hwy. 19,Laupahoehoe,Hawaii County,Hawaii,,,,,,,,,,-155.23399,19.9842,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1012367,Laurel Downtown Farmers Market,http://laurelmontana.org/laurel-downtown-farmers-market/,,,,,Town Square,Laurel,Yellowstone,Montana,59044,07/20/2016 to 09/28/2016,Wed: 4:00 PM-6:30 PM;,,,,,,,-108.77115,45.671001,,Y,N,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/8/2016 14:59
1019030,Laurel Farmers Market,http://downtownthursday.com,facebook.com/downtownlaurelfarmersmarket/,,,,,Laurel,Jones,Mississippi,39440,05/31/2018 to 07/26/2018,Thu: 5:00 PM-8:00 PM;,,,,,,,-89.130035,31.692522,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,3/28/2018 14:27
1006935,Laurel Farmers' Market,,,,,,300 Main Street,Laurel,Prince George's,Maryland,20707,,,,,,,,,-76.843903,39.104099,Closed-off public street,N,Y,N,Y,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,8/31/2011 16:43
1003254,Laurens Farmers Market,,,,,,Historic Downtown Laurens,Laurens,Laurens,South Carolina,29360,,,,,,,,,-82.015099,34.494598,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1007593,LaVale Farmers' Market,,,,,,1262 Vocke Road,LaVale,Allegany,Maryland,21502,,,,,,,,,-78.834999,39.631401,,N,Y,N,Y,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,8/31/2011 17:18
1002301,Lavonia Georgia Farmers Market,http://www.LavoniaEvents.com,,,,,East Main Street,Lavonia,Franklin,Georgia,30553,01/01/2014 to 12/31/2014,Wed: 7:00 AM-11:00 AM;Sat: 7:00 AM-11:00 AM;,,,,,,,-83.103806,34.431404,Other,N,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,3/13/2014 15:42
1002502,Lawndale (Chicago) Farmers Market,http://www.cityofchicago.org/specialevents,,,,,3555 W. Ogden Ave.,Chicago,Cook,Illinois,60623,,,,,,,,,-87.723801,41.877399,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001023,Lawndale Certified Farmers Market,http://www.lawndalechamber.org,,,,,14717 Burin Ave.,Lawndale,Los Angeles,California,90260,01/01/2014 to 11/26/2014,Wed: 2:00 PM-7:00 PM;,,,,,,,-118.354,33.898201,Local government building grounds,N,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,4/2/2014 22:56
1001857,Lawrence County Farmers Market,,,,,,Mahr & Taylor Streets,Lawrenceburg,Lawrence,Tennessee,38464,,,,,,,,,-87.3368,35.240101,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002918,Lawrence County Farmers Market,http://www.lawrencecountyillinois.com,,,,,712 12th St.,Lawrenceville,Lawrence,Illinois,62439,,,,,,,,,-87.684998,38.7257,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003291,Lawrence County Farmers Market,,,,,,249 Industrial Park Road,Louisa,Lawrence,Kentucky,41320,July to October,Tue:9:00 am - 12:00 pm;Thu:9:00 am - 12:00 pm;Sat:9:00 am - 12:00 pm;,,,,,,,-82.603203,38.114399,Private business parking lot,N,Y,N,Y,N,-,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/3/2011 9:47
1005181,Lawrence County Farmers Market,,,,,,Al Hwy 157 north,Moulton,Lawrence,Alabama,35650,04/19/2014 to 04/19/2014,Tue: 6:00 AM-1:00 PM;Thu: 1:00 PM-7:00 PM;Sat: 6:00 AM-1:00 PM;,,,,,,,-87.285561,34.504967,Local government building grounds,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,3/31/2014 21:57
1018834,Lawrence Farmers Market,http://www.lawrencemi.org/lawrence-farmers-market/,Lawrence Farmers' Market,,,,304 E. St. Joseph Street,Lawrence ,Van Buren,Michigan,49064,07/08/2017 to 10/07/2017,Sun: 9:00 AM-1:00 PM;,,,,,,,-86.047119,42.219299,,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,8/17/2017 13:24
1002530,Lawrence Farmers Markets,http://www.groundworklawrence.org/farmersmarket,https://www.facebook.com/farmersmarketlawrence,,,www.groundworklawrence.org/farmersmartket,Campagnone North Common,Lawrence,Essex,Massachusetts,1841,07/10/2013 to ,Wed: 10:00 AM-5:30 PM;,,,,,,,-71.16008,42.709805,Local government building grounds,Y,Y,Y,Y,Y,-,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/15/2014 9:59
1009941,Lawrence Farmers Markets,http://www.groundworklawrence.org/farmersmarket,https://www.facebook.com/farmersmarketlawrence,,,,216 Lawrence St,Lawrence ,Essex,Massachusetts,1841,07/12/2014 to 10/25/2014,Sat: 9:00 AM-3:00 PM;,,,,,,,-71.166046,42.71685,Private business parking lot,Y,Y,Y,Y,Y,-,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,4/15/2014 10:13
1009942,Lawrence Farmers Markets,http://www.groundworklawrence.org/farmersmarket,https://www.facebook.com/farmersmarketlawrence,,,,70 East St,Methuen  ,Essex,Massachusetts,1845,07/11/2014 to 10/24/2014,Fri: 11:00 AM-5:00 PM;,,,,,,,-71.168304,42.728462,Healthcare Institution,Y,Y,Y,Y,Y,-,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,4/15/2014 10:18
1012750,Lawrence Farmers' Market - Saturday,http://www.lawrencefarmersmarket.com,Lawrence Farmers' Market,,,@lawrencefarmersmarket,824 New Hampshire Street,Lawrence,Douglas,Kansas,66044,04/09/2016 to 08/27/2016,Sat: 7:00 AM-11:00 AM;,09/03/2016 to 11/19/2016,Sat: 8:00 AM-12:00 PM;,,,,,-95.23436,38.968571,,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,8/2/2016 12:34
1012751,Lawrence Farmers' Market - Tuesday,http://www.lawrencefarmersmarket.com,Lawrence Farmers' Market,,,@lawrencefarmersmarket,706 Kentucky Street,Lawrence,Douglas,Kansas,66044,05/03/2016 to 10/25/2016,Tue: 4:00 PM-6:00 PM;,,,,,,,-95.237968,38.970348,,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,8/2/2016 12:41
1018225,Lawrence Farms Farmer's Market,,,,,,1083 Rte 9 ,Fishkill,Dutchess,New York,12524,,Wed: 10:00 AM-3:00 PM;,,,,,,,-73.904846,41.561985,,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/20/2017 16:35
1010221,Lawrenceville Farmers Market,http://www.lawrencevillefarmersmarket.com/,https://www.facebook.com/LawrencevilleFarmersMarket,,,,153 East Crogan St.,LAwrenceville,Gwinnett,Georgia,30046,06/07/2014 to 09/06/2014,Sun: 8:00 AM-12:00 PM;,,,,,,,-83.987274,33.956425,Private business parking lot,Y,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,5/23/2014 11:52
1012108,Lawrenceville Farmers Market,,,,,,400 N. Main Street,Lawrenceville,Brunswick,Virginia,23868,07/01/2016 to 09/30/2016,Fri: 3:00 PM-6:00 PM;,,,,,,,-77.85321,36.752007,,Y,N,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,6/29/2016 16:33
1019450,Lawrenceville Farmers Market,http://www.lunited.org/programs/community-planning-development/lawrenceville-farmers-market/,www.facebook.com/lvillefarmmarket,,,@lvillefarmmarket (Instagram) ,250 40th Street,Pittsburgh,Allegheny,Pennsylvania,15201,06/04/2019 to 10/29/2019,Tue: 4:00 PM-7:00 PM;,,,,,,,-79.96109,40.46701,,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,4/3/2019 15:44
1000641,Lawson Farmers' Market,,,,,,"Downtown square, across form Lawson Super grocery store in Lawson MO",Lawson,Ray,Missouri,64062,,,,,,,,,-94.2043,39.437599,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1010513,Lawton Farmers Market,http://swokgrowers.com,Lawton Farmers Market,,,,920 SW Sheridan Road,Lawton,Comanche,Oklahoma,73507,04/19/2014 to 11/15/2014,Wed: 7:30 AM-1:00 PM;Sat: 7:30 AM-1:00 PM;,,,,,,,-98.421043,34.5989,,Y,N,N,N,Y,-,N,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,8/19/2014 0:03
1003899,Laytonville Certified Farmers' Market,http://www.MCFARM.org,Fans of Laytonville Farmers' Market,,,,44400 Willis Ave.,Laytonville,Mendocino,California,95454,01/01/2015 to 12/31/2015,Mon: 2:30 PM-5:00 PM;,,,,,,,-123.48324,39.68145,,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,7/27/2015 13:17
1005433,Le Mars Area Farmers Market II,http://www.lemarsiowa.com,,,,,Bomgaars parking lot on Hwy 75,Le Mars,Plymouth,Iowa,51031,,,,,,,,,-96.169701,42.7896,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1005432,Le Mars Area Farmers' Market,http://www.lemarsiowa.com,,,,,"Olson Cultural Event Center, 33 1st Street NE",Le Mars,Plymouth,Iowa,51031,,,,,,,,,-96.115601,42.7943,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 11 2010  3:37PM
1008866,Le Roy Farmers' Market,,https://www.facebook.com/pages/Le-Roy-Farmers-Market/117724794910922,https://twitter.com/LRFarmersMarket,,,Trigon Park,Le Roy,Genesee,New York,14482,06/21/2014 to 10/11/2014,Sat: 9:00 AM-12:30 PM;,,,,,,,-77.985916,42.977547,Local government building grounds,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,N,4/3/2014 10:26
1018638,LEAF Food Hub,http://www.leaffoodhub.com,https://www.facebook.com/LEAFFoodHub/,,,,8975 Hwy 45 N,Tunnel Hill,Johnson,Illinois,62972,05/01/2017 to 12/31/2017,Mon: 10:00 AM-11:00 PM;Tue: 12:00 AM-8:00 PM;,,,,,,,-88.88092,37.459637,,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,7/10/2017 13:48
1004915,Lean Fat Organic Market,http://www.leanfat.com,,,,,9871 Lean Street,Columbus,Franklin,Ohio,43085,,,,,,,,,-82.998802,39.961201,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr  7 2010  1:34PM
